author,conference,title,year
"{'Kiana Hajebi', 'Hossein Shahbazi', 'Yasin Abbasi-Yadkori', 'Hong Zhang'}",IJCAI,fast approximate nearest-neighbor search with k-nearest neighbor graph.,2011
{'Enrique Machuca'},IJCAI,an analysis of multiobjective search algorithms and heuristics.,2011
"{'Kerstin Wendt', 'Ana Cortés'}",IJCAI,input parameter calibration in forest fire spread prediction: taking the intelligent way.,2011
"{'Yi Yang', 'Xiaoyan Zhu', 'Fangtao Li', 'Minlie Huang'}",IJCAI,learning to identify review spam.,2011
"{'James J. Clark', 'Amin Haji Abolhassani'}",IJCAI,visual task inference using hidden markov models.,2011
"{'Sebastian Rudolph', 'Markus Krötzsch'}",IJCAI,extending decidable existential rules by joining acyclicity and guardedness.,2011
"{'Alessio Benavoli', 'Cassio Polpo de Campos'}",IJCAI,inference with multinomial data: why to weaken the prior strength.,2011
{'Samantha Kleinberg'},IJCAI,a logic for causal inference in time series with discrete and continuous variables.,2011
"{'Zoran Obradovic', 'Qiang Lou'}",IJCAI,modeling multivariate spatio-temporal remote sensing data with large gaps.,2011
"{'Sergio Pajares', 'Eva Onaindia'}",IJCAI,temporal defeasible argumentation in multi-agent planning.,2011
"{'Meir Goldenberg', 'Roni Stern', 'Guni Sharon', 'Ariel Felner'}",IJCAI,the increasing cost tree search for optimal multi-agent pathfinding.,2011
"{'Sebastian Höfer', 'Katrien Beuls'}",IJCAI,simulating the emergence of grammatical agreement in multi-agent language games.,2011
"{'Sridhar Mahadevan', 'Chang Wang 0001'}",IJCAI,heterogeneous domain adaptation using manifold alignment.,2011
"{'Huawei Shen', 'Chao He', 'Xueqi Cheng', 'Jiafeng Guo'}",IJCAI,multi-select faceted navigation based on minimum description length principle.,2011
{'James P. Delgrande'},IJCAI,revising by an inconsistent set of formulas.,2011
"{'Scott E. Friedman', 'Kenneth D. Forbus'}",IJCAI,repairing incorrect knowledge with model formulation and metareasoning.,2011
"{'Olivier Pietquin', 'Senthilkumar Chandramohan', 'Matthieu Geist'}",IJCAI,sample efficient on-line learning of optimal dialogue policies with kalman temporal differences.,2011
"{'Dhirendra Singh', 'Lin Padgham', 'Geoff James', 'Sebastian Sardiña'}",IJCAI,integrating learning into a bdi agent for environments with changing dynamics.,2011
"{'Marcelo Finger', 'Glauber De Bona'}",IJCAI,probabilistic satisfiability: logic-based algorithms and phase transition.,2011
"{'Peng Wang 0004', 'Baowen Xu', 'Yuming Zhou'}",IJCAI,matching large ontologies based on reduction anchors.,2011
"{'Julien Rossit', 'Sylvain Lagrue', 'Salem Benferhat', 'Julien Hué'}",IJCAI,interval-based possibilistic logic.,2011
"{'Bin Li', 'Chengqi Zhang', 'Xindong Wu', 'Xingquan Zhu', 'Ruijiang Li', 'Xiangyang Xue'}",IJCAI,cross-domain collaborative filtering over time.,2011
"{'Stefan Woltran', 'Wolfgang Dvorák', 'Paul E. Dunne'}",IJCAI,parametric properties of ideal semantics.,2011
"{'Anthony Hunter', 'John Grant'}",IJCAI,measuring the good and the bad in inconsistent information.,2011
"{'Malcolm Slaney', 'Sam T. Roweis', 'Richard S. Zemel', 'Benjamin M. Marlin'}",IJCAI,"recommender systems, missing data and statistical model estimation.",2011
"{'Sridhar Mahadevan', 'Chang Wang 0001'}",IJCAI,jointly learning data-dependent label and locality-preserving projections.,2011
"{'Milos Hauskrecht', 'Saeed Amizadeh', 'Shuguang Wang'}",IJCAI,an efficient framework for constructing generalized locally-induced text metrics.,2011
"{'Rebecca L. Smith', 'Yrjo Grohn', 'Zhao Lu', 'Carla P. Gomes', 'Stephen P. Ellner', 'Maarika Teose', 'Kiyan Ahmadizadeh', ""Eoin O'Mahony""}",IJCAI,embedding system dynamics in agent based models for complex adaptive systems.,2011
"{'Nicholas R. Jennings', 'Nicholas Gibbins', 'Heather S. Packer'}",IJCAI,an on-line algorithm for semantic forgetting.,2011
"{'Timothy J. Norman', 'Katia P. Sycara', 'Chris Burnett'}",IJCAI,trust decision-making in multi-agent systems.,2011
"{'Solomon Eyal Shimony', 'David Tolpin'}",IJCAI,rational deployment of csp heuristics.,2011
{'Daniel Harabor'},IJCAI,graph pruning and symmetry breaking on grid maps.,2011
"{'Sandip Sen', 'Wayne Iba', 'Logan Brooks'}",IJCAI,modeling the emergence and convergence of norms.,2011
"{'Deepayan Chakrabarti', 'Andrew W. Moore 0001', 'Purnamrita Sarkar'}",IJCAI,theoretical justification of popular link prediction heuristics.,2011
"{'Ana García-Fornes', 'Vicente Julián', 'Víctor Sánchez-Anguix'}",IJCAI,agent-based negotiation teams.,2011
"{'Frans A. Oliehoek', 'Christopher Amato', 'Matthijs T. J. Spaan'}",IJCAI,scaling up optimal heuristic search in dec-pomdps via incremental expansion.,2011
"{'Julien Cojan', 'Jean Lieber'}",IJCAI,an algorithm for adapting cases represented in alc.,2011
"{'Francesca Rossi', 'Maria Silvia Pini', 'Giorgio Dalla Pozza', 'Kristen Brent Venable'}",IJCAI,multi-agent soft constraint aggregation via sequential voting.,2011
"{'Luigi Sauro', 'Piero A. Bonatti', 'Marco Faella'}",IJCAI,on the complexity of el with defeasible inclusions.,2011
{'Antonino Rotolo'},IJCAI,norm compliance of rule-based cognitive agents.,2011
"{'Salman Ahmad', 'Scott R. Klemmer', 'Tim Roughgarden', 'Ranjitha Kumar', 'Jerry O. Talton'}",IJCAI,flexible tree matching.,2011
"{'Wojciech Jamroga', 'Nils Bulling'}",IJCAI,comparing variants of strategic ability.,2011
"{'Xiuyi Fan', 'Francesca Toni'}",IJCAI,assumption-based argumentation dialogues.,2011
"{'Dan Roth', 'Cynthia Fisher', 'Michael Connor'}",IJCAI,online latent structure training for language acquisition.,2011
"{'Dario Della Monica', 'Angelo Montanari', 'Valentin Goranko', 'Guido Sciavicco'}",IJCAI,expressiveness of the interval logics of allen's relations on the class of all linear orders: complete classification.,2011
"{'Wei Bian', 'Dacheng Tao'}",IJCAI,learning a distance metric by empirical loss minimization.,2011
"{'Reinaldo A. C. Bianchi', 'Luiz A. Celiberto', 'Jackson Paul Matsuura', 'Ramon López de Mántaras'}",IJCAI,using cases as heuristics in reinforcement learning: a transfer learning application.,2011
"{'Lise Getoor', 'Hossam Sharara', 'Myra Norton'}",IJCAI,active surveying: a probabilistic approach for identifying key opinion leaders.,2011
"{'Xavier Lorca', 'Nicolas Beldiceanu', 'Thierry Petit'}",IJCAI,a generalized arc-consistency algorithm for a class of counting constraints.,2011
"{'Tyler Lu', 'Craig Boutilier'}",IJCAI,budgeted social choice: from consensus to personalized decision making.,2011
"{'Lutz Schröder', 'Dirk Pattinson'}",IJCAI,description logics and fuzzy probability.,2011
"{'Luís Torgo', 'Elsa Lopes'}",IJCAI,utility-based fraud detection.,2011
"{'Célia da Costa Pereira', 'Serena Villata', 'Andrea Tettamanzi'}",IJCAI,changing one's mind: erase or rewind?,2011
"{'Santiago Ontañón', 'Jichen Zhu'}",IJCAI,on the role of domain knowledge in analogy-based story generation.,2011
"{'Zhihua Zhang', 'Wu-Jun Li', 'Dit-Yan Yeung'}",IJCAI,generalized latent factor models for social network analysis.,2011
"{'Vincent Ng', 'Altaf Rahman'}",IJCAI,ensemble-based coreference resolution.,2011
"{'Elisa Marengo', 'Matteo Baldoni', 'Cristina Baroglio'}",IJCAI,on temporal regulations and commitment protocols.,2011
"{'Zhi-Hua Zhou', 'Yang Yu 0001', 'Yu-Feng Li'}",IJCAI,diversity regularized machine.,2011
{'Andreas Steck'},IJCAI,towards a model-centric cognitive architecture for service robots.,2011
"{'Lise Getoor', 'Galileo Namata', 'Stanley Kok'}",KDD,collective graph identification.,2011
{'Colleen McCue'},KDD,operational security analytics: doing more with less.,2011
"{'Chenhao Tan', 'Jie Tang', 'Lillian Lee', 'Ming Zhou', 'Long Jiang', 'Ping Li 0001'}",KDD,user-level sentiment analysis incorporating social networks.,2011
"{'Nick Fyson', 'Nello Cristianini', 'Tristan Mark Snowsill', 'Tijl De Bie'}",KDD,refining causality: who copied from whom?,2011
{'Richard Boire'},KDD,the practitioner's viewpoint to data mining: key lessons learned in the trenches and case studies.,2011
"{'Yuchen Zhang', 'Qiang Yang 0001', 'Weizhu Chen', 'Dong Wang'}",KDD,user-click modeling for understanding and predicting search-behavior.,2011
"{'Deepak Agarwal', 'Yucheng Low', 'Alexander J. Smola'}",KDD,multiple domain user personalization.,2011
"{'Bo Anderson', 'Nikhil R. Devanur', 'Pavel Berkhin', 'Ye Chen'}",KDD,real-time bidding algorithms for performance-based display ad allocation.,2011
"{'Matan Gavish', 'Ron Bekkerman'}",KDD,high-precision phrase-based document classification on a modern scale.,2011
{'Paul A. Rejto'},KDD,knowledge discovery and data mining in pharmaceutical cancer research.,2011
"{'Nagaraj Kota', 'Deepak Agarwal'}",KDD,temporal multi-hierarchy smoothing for estimating rates of rare events.,2011
"{'David Buttler', 'David Andrzejewski'}",KDD,latent topic feedback for information retrieval.,2011
"{'Puja Das', 'Arindam Banerjee'}",KDD,meta optimization and its application to portfolio selection.,2011
"{'Céline Rouveirol', 'Julien Delporte', 'Sébastien Guérif', 'Nicolas Usunier', 'Savaneary Sean', 'Bruno Pradel', 'Françoise Fogelman-Soulié', 'Frédéric Dufau-Joël'}",KDD,a case study in a recommender system based on purchase data.,2011
"{'Kunal Mukerjee', 'Sorin Gherman', 'Todd Porter'}",KDD,linear scale semantic mining algorithms in microsoft sql server's semantic platform.,2011
"{'Taifeng Wang', 'Hang Li', 'Tie-Yan Liu', 'Wei Wei 0002', 'Bin Gao 0001'}",KDD,semi-supervised ranking on very large graphs with rich metadata.,2011
"{'Geoff Holmes', 'Hardy Kremer', 'Timm Jansen', 'Thomas Seidl 0001', 'Philipp Kranen', 'Bernhard Pfahringer', 'Albert Bifet'}",KDD,an effective evaluation measure for clustering on evolving data streams.,2011
"{'Claudia Plant', 'Christian Böhm'}",KDD,inconco: interpretable clustering of numerical and categorical objects.,2011
"{'David F. Gleich', 'Lek-Heng Lim'}",KDD,rank aggregation via nuclear norm minimization.,2011
{'Tijl De Bie'},KDD,an information theoretic framework for data mining.,2011
"{'Cecilia Mascolo', 'Salvatore Scellato', 'Anastasios Noulas'}",KDD,exploiting place features in link prediction on location-based social networks.,2011
"{'Christos Faloutsos', 'Suman Nath', 'Chieh-Jan Mike Liang', 'Lei Li', 'Andreas Terzis', 'Jie Liu 0001'}",KDD,thermocast: a cyber-physical forecasting model for datacenters.,2011
{'Peter Norvig'},KDD,internet scale data analysis.,2011
"{'Jieping Ye', 'Lei Yuan', 'Jun Liu 0003', 'Jiayu Zhou'}",KDD,a multi-task learning formulation for predicting disease progression.,2011
"{'Hui Hong', 'Victor E. Lee', 'Ruoming Jin'}",KDD,axiomatic ranking of network role similarity.,2011
"{'James Cheng', 'Shumo Chu'}",KDD,triangle listing in massive networks and its applications.,2011
"{'György J. Simon', 'Clifford R. Jack Jr.', 'Peter W. Li', 'Prashanthi Vemuri'}",KDD,understanding atrophy trajectories in alzheimer's disease using association rules on mri images.,2011
"{'Chuanren Liu', 'Jian Chen', 'Yong Ge', 'Hui Xiong'}",KDD,a taxi business intelligence system.,2011
"{'Guo-Xun Yuan', 'Chih-Jen Lin', 'Chia-Hua Ho'}",KDD,an improved glmnet for l1-regularized logistic regression.,2011
"{'Fosca Giannotti', 'Roberto Trasarti', 'Mirco Nanni', 'Fabio Pinelli'}",KDD,mining mobility user profiles for car pooling.,2011
"{'Debprakash Patnaik', 'Laxmi Parida', 'Patrick Butler', 'David A. Hanauer', 'Benjamin J. Keller', 'Naren Ramakrishnan'}",KDD,experiences with mining temporal event sequences from electronic medical records: initial successes and some challenges.,2011
"{'Michael Brückner', 'Tobias Scheffer'}",KDD,stackelberg games for adversarial prediction problems.,2011
"{'Khalid El-Arini', 'Carlos Guestrin'}",KDD,beyond keyword search: discovering relevant scientific literature.,2011
"{'Adriano Veloso', 'Virgílio A. F. Almeida', 'Pedro Henrique Calais Guerra', 'Wagner Meira Jr.'}",KDD,from bias to opinion: a transfer-learning approach to real-time sentiment analysis.,2011
"{'Rayid Ghani', 'Mohit Kumar'}",KDD,interactive learning for efficiently detecting errors in insurance claims.,2011
"{'Mao Ye', 'Wang-Chien Lee', 'Peifeng Yin', 'Krzysztof Janowicz', 'Dong Shou'}",KDD,on the semantic annotation of places in location-based social networks.,2011
"{'Chris Bailey-Kellogg', 'Michael J. Bradley', 'K. S. M. Tozammel Hossain', 'Alan M. Friedman', 'Naren Ramakrishnan', 'Nathan Baker'}",KDD,using physicochemical properties of amino acids to induce graphical models of residue couplings.,2011
"{'Melih Abdulhayoglu', 'Egemen Tas', 'Yanfang Ye', 'Tao Li 0001', 'Weiwei Zhuang', 'Umesh Gupta', 'Shenghuo Zhu'}",KDD,combining file content and file relations for cloud based malware detection.,2011
"{'Leland Wilkinson', 'Anushka Anand', 'Dang Tuan Nhon'}",KDD,chirp: a new classifier based on composite hypercubes on iterated random projections.,2011
"{'Simon Urbanek', 'David Applegate', 'Shankar Krishnan', 'Tamraparni Dasu'}",KDD,unsupervised clustering of multidimensional distributions using earth mover distance.,2011
"{'Zhengyou Zhang', 'Zhongfei (Mark) Zhang', 'Zhongang Qi', 'Ming Yang'}",KDD,mining partially annotated images.,2011
"{'Adam Fleisher', 'Jing Li', 'Jieping Ye', 'Eric Reiman', 'Shuai Huang', 'Teresa Wu', 'Kewei Chen'}",KDD,brain effective connectivity modeling for alzheimer's disease by sparse gaussian bayesian network.,2011
"{'Nathan Srebro', 'Andrew Cotter', 'Joseph Keshet'}",KDD,a gpu-tailored approach for training kernelized svms.,2011
"{'Agma Juci Machado Traina', 'Christos Faloutsos', 'Robson Leonardo Ferreira Cordeiro', 'U. Kang', 'Julio López', 'Caetano Traina Jr.'}",KDD,clustering very large multi-dimensional datasets with mapreduce.,2011
"{'Bernhard Schölkopf', 'Panagiotis Achlioptas', 'Karsten M. Borgwardt'}",KDD,two-locus association mapping in subquadratic time.,2011
"{'Xing Xie 0001', 'Jing Yuan', 'Wei Liu 0007', 'Yu Zheng 0004', 'Sanjay Chawla'}",KDD,discovering spatio-temporal causal interactions in traffic data streams.,2011
"{'Panayiotis Tsaparas', 'Alexandros Ntoulas', 'Evimaria Terzi'}",KDD,selecting a comprehensive set of reviews.,2011
{'Graham Cormode'},KDD,personal privacy vs population privacy: learning to attack anonymization.,2011
"{'Hongning Wang', 'Yue Lu', 'ChengXiang Zhai'}",KDD,latent aspect rating analysis without aspect keyword supervision.,2011
"{'Prithviraj Sen', 'Sundararajan Sellamanickam', 'Sahely Bhadra', 'Sandeepkumar Satpal', 'Rajeev Rastogi'}",KDD,web information extraction using markov logic networks.,2011
"{'Xiaoran Yan', 'Terran Lane', 'Jean-Baptiste Rouquier', 'Yaojia Zhu', 'Cristopher Moore'}",KDD,active learning for node classification in assortative and disassortative networks.,2011
"{'Bridget Spitznagel', 'D. Sculley', 'Yunkai Zhou', 'John Hainsworth', 'Matthew Eric Otey', 'Michael Pohl'}",KDD,detecting adversarial advertisements in the wild.,2011
"{'Wei Chu', 'Martin Zinkevich', 'Lihong Li 0001', 'Achint Thomas', 'Belle L. Tseng'}",KDD,unbiased online active learning in data streams.,2011
"{'Xutao Li', 'Michael Kwok-Po Ng', 'Yunming Ye'}",KDD,multirank: co-ranking for objects and relations in multi-relational data.,2011
"{'David M. Blei', 'Chong Wang'}",KDD,collaborative topic modeling for recommending scientific articles.,2011
"{'Matthew Botvinick', 'Francisco Pereira'}",KDD,classification of functional magnetic resonance imaging data using informative pattern features.,2011
"{'Michael J. Pazzani', 'Chris Mesterharm'}",KDD,active learning using on-line algorithms.,2011
{'John F. Elder IV'},KDD,thriving as a data miner in the real world.,2011
"{'Jakub Piskorski', 'Martin Atkinson'}",KDD,frontex real-time news event extraction framework.,2011
"{'Jieping Ye', 'Jianhui Chen', 'Jiayu Zhou'}",KDD,integrating low-rank and group-sparse structures for robust multi-task learning.,2011
"{'Yan Liu', 'Alejandro Veen', 'Pei-yun Hseuh', 'Claudia Perlich', 'Rick Lawrence', 'Steve Meliksetian'}",KDD,latent graphical models for quantifying and predicting patent quality.,2011
"{'Neal E. Young', 'Abdullah Mueen', 'Eamonn J. Keogh'}",KDD,logical-shapelets: an expressive primitive for time series classification.,2011
{'Mario E. Inchiosa'},KDD,accelerating large-scale data mining using in-database analytics.,2011
"{'Bo Zhao 0001', 'Hongbo Deng', 'Jiawei Han 0001', 'Cindy Xide Lin', 'Yintao Yu'}",KDD,probabilistic topic models with biased propagation on heterogeneous information networks.,2011
"{'Anirban Dasgupta 0001', 'Tamás Sarlós', 'Ravi Kumar 0001'}",KDD,fast locality-sensitive hashing.,2011
"{'Arindam Banerjee', 'Huahua Wang', 'Daniel Boley'}",KDD,common component analysis for multiple covariance matrices.,2011
"{'Ravi Vijayaraghavan', 'P. V. Kannan'}",KDD,applications of data mining and machine learning in online customer care.,2011
"{'Philip S. Yu', 'Ming-Syan Chen', 'De-Nian Yang', 'Chih-Hua Tai'}",KDD,privacy-preserving social network publication against friendship attacks.,2011
"{'Parikshit Ram', 'Alexander G. Gray'}",KDD,density estimation trees.,2011
"{'Byron Dom', 'Liangjie Hong', 'Kostas Tsioutsiouliklis', 'Siva Gurumurthy'}",KDD,a time-dependent topic model for multiple text streams.,2011
"{'Philip S. Yu', 'Xiaoxiao Shi', 'Jianping Zhang', 'Wei Fan'}",KDD,discovering shakers from evolving entities via cascading graph inference.,2011
"{'Mahidhar Tatineni', 'Robert S. Sinkovits', 'Nicole Wolter', 'Pietro Cicotti', 'Paul Rodriguez', 'Natasha Balac', 'Shawn Strande'}",KDD,data intensive analysis on the gordon high performance data and compute system.,2011
